filename, hole, lint, stain, thread, wash
14_jpg.rf.1afd5c66e4063d7fa3feb72d584de5d7.jpg, 0, 0, 1, 0, 0
91VsVKp7roL_jpg.rf.197af8190aa1db7f4d5b5a9713494a7f.jpg, 1, 0, 0, 0, 0
A1FinARReML_jpg.rf.19990ca32116b40308753fc12acf6aec.jpg, 0, 0, 1, 0, 0
91uqrAg1hKL_jpg.rf.19b79f3bf96626e5f48b79004fbd34b4.jpg, 0, 0, 1, 0, 0
71GIKjEwBAL_jpg.rf.1984f14a0060d1e8f3baa628a8812d65.jpg, 0, 1, 0, 0, 1
84_jpg.rf.1a809107a4f414622a1187fa315ed3f7.jpg, 0, 0, 1, 0, 0
717XPtxebeL_jpg.rf.1b0b345e525c29fa9418dbc92852ccc9.jpg, 1, 0, 0, 0, 0
81Ub0PqEA8L_jpg.rf.1b03b6067711b2dfbef11a231c990e52.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-33-017_jpeg_jpg.rf.1b46658582d733d047cc1b6c8070984d.jpg, 0, 0, 1, 0, 0
images-51-_jpeg_jpg.rf.1a5233bf889ae59b06fb224396e34033.jpg, 0, 0, 0, 0, 1
71AG0lxOFAL_jpg.rf.1af660b5e1c1dff59a35e19d66bd8153.jpg, 0, 1, 1, 0, 1
KakaoTalk_Photo_2023-04-03-17-23-04-003_jpeg_jpg.rf.1a982b2a50fde6df38961299714748bd.jpg, 0, 0, 1, 0, 0
IMG_1996_JPG_jpg.rf.1a81aa27b51f5f2ad64874f7a16ad849.jpg, 0, 0, 1, 0, 0
81f-yk61OJL_jpg.rf.1acbf1b22efac824a89a9e8cb3dfdd61.jpg, 0, 0, 0, 0, 1
KakaoTalk_Photo_2023-04-03-17-23-05-016_jpeg_jpg.rf.1b4ab0f49d55005deb56d2c81b77ff78.jpg, 0, 0, 1, 0, 0
IMG_3815_jpeg_jpg.rf.1b471ae626e7fee8e83e868d1070bd1f.jpg, 0, 0, 1, 0, 0
IMG_1991_JPG_jpg.rf.1b4d1a5c603fde65c8beac107e382c70.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-37-019_jpeg_jpg.rf.1b14b7f1e12da869e20f3e5da17da25c.jpg, 0, 0, 1, 0, 0
71uYr6-WbLL_jpg.rf.1a62ba47508ca6c16963daa6580dfc7d.jpg, 1, 0, 0, 0, 0
c1r3e4n12_jpg.rf.1b4f23a8dd0c78f5158dd382ee10870a.jpg, 1, 0, 1, 0, 0
IMG_3806_jpeg_jpg.rf.1b6f5792c8fcffdee3ba5d80534651dd.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-27-003_jpeg_jpg.rf.1a8d77f9c9a5022bad0c52c2080d9084.jpg, 0, 0, 1, 0, 0
18_jpg.rf.1b84d35bdddcfd0beaa6655db72f2f8e.jpg, 0, 0, 0, 0, 1
81SiO7P7MAL_jpg.rf.1a361f983d46295ab8d1dfacd1beb5dd.jpg, 1, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-32-011_jpeg_jpg.rf.1b6f67b962733c367a59a5b1f04fad73.jpg, 0, 0, 1, 0, 0
119_jpg.rf.1b9b9a31045708365455000edeeeea70.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-36-013_jpeg_jpg.rf.1ba23c456c5b5b82c7e2edc01cbff793.jpg, 0, 0, 1, 0, 0
IMG_3797_jpeg_jpg.rf.1b986245849336ef7425b3bc90d5ecca.jpg, 0, 0, 1, 0, 0
B1VAjHEyO4S_jpg.rf.1bf59a5c3d5d8f1b1133ba30feec605d.jpg, 1, 0, 0, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-37-019_jpeg_jpg.rf.1bfc6dd18c3efb0e2610ceea42ec6b9a.jpg, 0, 0, 1, 0, 0
386_jpg.rf.1c3532691da2c2f1de166f831d87bfe0.jpg, 0, 0, 1, 0, 0
53_jpg.rf.1c3cf53667a53b3bd2c1a58ba4eb8131.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-36-018_jpeg_jpg.rf.1bc9755e716c7004b7d505cf9a04ed9c.jpg, 0, 0, 1, 0, 0
71spKbKUaYL_jpg.rf.1c547b55989e46e6a65e7ed5dea88762.jpg, 1, 0, 0, 0, 0
81BVUC-Q5PL_jpg.rf.1c4328918bddc68d1b0382c3a2d0bd89.jpg, 0, 0, 1, 0, 0
17_jpg.rf.1c578d5070c988e0d45c53c4a8f33847.jpg, 0, 0, 1, 0, 0
415yOHZxmVL_jpg.rf.1c2188fbc8d04b1dba830ca3fe675981.jpg, 1, 0, 0, 0, 0
392_jpg.rf.1c4bfa852e6810893dd49bb1fd51b228.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-32-015_jpeg_jpg.rf.1c8b4eb081b2fcfd3df5564cb63e894c.jpg, 0, 0, 1, 0, 0
5_jpg.rf.1c47703aa9d1d5e4a2c3c5124d730687.jpg, 0, 0, 1, 0, 0
81slq1gqBQL_jpg.rf.1cf2d09fea49d5a6229d8a4d88bd64fb.jpg, 1, 0, 0, 0, 0
63_jpg.rf.1d0e9e5176b08a123da807daff6e2a83.jpg, 0, 0, 1, 0, 0
images-40-_jpeg_jpg.rf.1c6029162bb5a0d105049bfce7a9f651.jpg, 0, 0, 0, 1, 1
71A9chghd8L_jpg.rf.1cd62b265dc0a282d3ebb061b2c37613.jpg, 0, 0, 1, 1, 0
37_jpg.rf.1c8bc0dc36bd722d9728a8813a633942.jpg, 0, 0, 1, 0, 0
88_jpg.rf.1d3ad6338cf7bcc5203c8c71692309ca.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-15-31-52-003_jpeg_jpg.rf.1c58a508b9378af45c5038fba5ee42a1.jpg, 0, 0, 1, 0, 0
51klXhatuEL_jpg.rf.1c86e0feba2a2688d40f2e55866ee381.jpg, 1, 0, 0, 0, 1
c1r3e1n18_jpg.rf.1c6d702ef659edcf9d7f482a131614d7.jpg, 1, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-32-002_jpeg_jpg.rf.1c720bf1f9812834e1870b3f9e6f21d9.jpg, 0, 0, 1, 0, 0
91PQF5h-8IL_jpg.rf.1da46e71d406570dffa0884dbf8a087d.jpg, 1, 0, 0, 0, 0
90_jpg.rf.1d827b370cdfedbf4eb0aad21c3c6f4e.jpg, 0, 0, 1, 0, 0
A1P6nIAMYYL_jpg.rf.1da08f12a2be68b7a8cd8e676cb52aae.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-15-31-52-003_jpeg_jpg.rf.1dd47addeff06391cee09429e4eda4bd.jpg, 0, 0, 1, 0, 0
7144V6dnPBL_jpg.rf.1e0b028404df4e7465a5af6a2893d01e.jpg, 0, 0, 0, 0, 1
5_jpg.rf.1d51067f6d3802de7430ea0b07640225.jpg, 0, 0, 1, 0, 0
81d3lwsDzOL_jpg.rf.1dbd2601871e25d63a7e7f5d3d9d33fb.jpg, 0, 0, 1, 0, 0
111_jpg.rf.1da63a2d93d807dc7cfd89acd372be45.jpg, 0, 0, 1, 0, 0
images-69-_jpeg_jpg.rf.1dcdca846aaf4df653063e1cd1ac4151.jpg, 1, 0, 0, 0, 0
8_jpg.rf.1e6e55a6a599413937738b09daabaec8.jpg, 0, 0, 1, 0, 0
93_jpg.rf.1e7d19c1e4f49ccf8cbe45ab10ed95ed.jpg, 0, 0, 1, 0, 0
81XitcnQMLL_jpg.rf.1e70d163b285b3c43ca82ef5bb232063.jpg, 0, 0, 0, 1, 0
IMG_1996_JPG_jpg.rf.1e6c77dd20faf4c9047712d321bffeb0.jpg, 0, 0, 1, 0, 0
91MxfyWIcRL_jpg.rf.1eb69e07d18caf7d04034bac0139c5f7.jpg, 0, 0, 0, 1, 0
c1r3e4n16_jpg.rf.1e507c5a357817485dea79cf2038f37c.jpg, 1, 0, 0, 0, 0
A1By3k-9YGL_jpg.rf.1e960519fcbe1cc22b6aeac2b149a764.jpg, 0, 0, 1, 0, 0
64_jpg.rf.1e055aa3d3375f34c76e0d9b877d9241.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-17-23-04-007_jpeg_jpg.rf.1e4e2c5fb2bc8ed73400c9e976cbed74.jpg, 0, 0, 1, 0, 0
5187uz0X1eL_jpg.rf.1e13ab6fc5d9478b187e5c30a60cfa36.jpg, 0, 1, 0, 0, 0
images-58-_jpeg_jpg.rf.1e80fcb17b2bf7dfc1d2ca5919e7603c.jpg, 1, 0, 0, 0, 0
71Tl6TfQO3L_jpg.rf.1eebdf48d87a8ca0839a29bd97a79241.jpg, 1, 0, 0, 0, 0
IMG_3797_jpeg_jpg.rf.1f271fb6fa6785a68f8e85ca7f9c027f.jpg, 0, 0, 1, 0, 0
77_jpg.rf.1ee22db55d8791ef4d1c7d6fb2c549b5.jpg, 0, 0, 1, 0, 0
71rlOH1h-IL_jpg.rf.1f795e66255ecd5dca55b93885b3c1e9.jpg, 1, 0, 0, 0, 0
71mz447BiyL_jpg.rf.1f76bd41918412ff1b716df303d3bf64.jpg, 1, 0, 0, 0, 0
29_jpg.rf.1fc3772f1afdeafb7ac89232c688c103.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-27-36-013_jpeg_jpg.rf.1fa1dd08d21e798a3e42f8254071b394.jpg, 0, 0, 1, 0, 0
102_jpg.rf.1ff2b47e43e32d7404149813c00e2bfa.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-35-024_jpeg_jpg.rf.1fc44a7181a8969afd7a08d6fae60734.jpg, 0, 0, 1, 0, 0
c1r1e2n50_jpg.rf.1f2c27fbedccf4df3a01a2611b17a56a.jpg, 0, 0, 1, 0, 0
91FBBCTn6AL_jpg.rf.1f25d568eaf758b10deb8e542595e18c.jpg, 0, 1, 0, 1, 0
115_jpg.rf.2056b2eb132274e0ead89d07e2e0861b.jpg, 0, 0, 1, 0, 0
IMG_1996_JPG_jpg.rf.20a6ff11fdd647a9b8fd0f04a84dee13.jpg, 0, 0, 1, 0, 0
c1r1e1n10_jpg.rf.1fee525bd3fa905d41f30b6077a5353e.jpg, 1, 0, 0, 0, 0
29_jpg.rf.1ffd17c6c51dd32ffa1e864169a91f8f.jpg, 0, 0, 1, 0, 0
images-8-_jpeg_jpg.rf.206c7117cd8a57c2333f14b68991f4f4.jpg, 0, 1, 0, 0, 0
71_jpg.rf.1fa16d2baed72c20cab3bc5787d8396b.jpg, 0, 0, 1, 0, 0
63_jpg.rf.20b96ccac351ea3d434d05d07b0e0bed.jpg, 0, 0, 1, 0, 0
images-46-_jpeg_jpg.rf.2089a7dd7c3e57992a4815087c1aa084.jpg, 0, 0, 1, 0, 1
KakaoTalk_Photo_2023-04-03-17-06-40-001_jpeg_jpg.rf.1f731e0a70caa45525281bdbae2af527.jpg, 0, 0, 1, 0, 0
24_jpg.rf.2098686aafb97d95b85cf490d0a86a24.jpg, 0, 0, 1, 0, 0
71Ejke6LsiL_jpg.rf.20b673165f86c2ec1b0002a4946c81cb.jpg, 1, 0, 0, 0, 0
516swcxKitL_jpg.rf.1ff829b15efe9d89984f2be2a8b02343.jpg, 0, 0, 1, 0, 0
103_jpg.rf.200f00a9a69af16edd0df0914b5d3887.jpg, 0, 0, 1, 0, 0
KakaoTalk_Photo_2023-04-03-14-28-03-002_jpeg_jpg.rf.20db1d305eb24f8776e1052fa81b8a4b.jpg, 0, 0, 1, 0, 0
91mpIRVWGlL_jpg.rf.202dd2d2c26fb70e0e6b2e630e22caff.jpg, 0, 0, 1, 0, 0
train_00292_jpg.rf.20569bd5e9170cb3d164580a9bfa41f1.jpg, 1, 0, 0, 0, 0
27_jpg.rf.204016d4942d97b3ef11d17d2fe0275a.jpg, 0, 0, 1, 0, 0
72_jpg.rf.208ed54bb084c8d81636863fac61a8e7.jpg, 0, 0, 1, 0, 0
122_jpg.rf.205d0b64a30ce6f0f0301ce70e5e8565.jpg, 0, 0, 1, 0, 0
61bMfphIkNL_jpg.rf.20eb0c1c9fcf4ae50c2e8cf0b3ac289a.jpg, 1, 0, 0, 0, 0
